last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
Pujols, Albert,405395,2019,39,491,545,120,75,22,0,23,68,43,12.5,7.9,.244,.430,.305,.734,93,3,131,3,55,2,1,,.247,.422,.308,.315,.310,.175,88.3,12.5,26.5,5.8,46.2,26.7,16.9,10.2,22.5,
Cabrera, Miguel,408234,2019,36,493,549,139,106,21,0,12,108,48,19.7,8.7,.282,.398,.346,.744,59,0,136,3,41,0,0,,.266,.433,.318,.328,.334,.167,90.4,12.3,37.7,6.7,44.9,22.3,27.9,4.9,23.5,
Choo, Shin-Soo,425783,2019,37,563,660,149,92,31,2,24,165,78,25.0,11.8,.265,.455,.371,.826,61,15,151,18,93,9,6,,.262,.478,.353,.363,.370,.215,91.9,9.1,32.1,9,50.6,22.3,23.6,3.5,26.6,
Jones, Adam,430945,2019,34,485,528,126,84,25,1,16,101,31,19.1,5.9,.260,.414,.313,.727,67,2,137,8,66,2,0,,.256,.430,.308,.318,.311,.174,86.1,13.4,31.3,6.7,43.9,25.8,21.2,9,26.9,
Cruz Jr., Nelson,443558,2019,39,454,521,141,74,26,0,41,131,56,25.1,10.7,.311,.639,.392,1.030,108,0,120,7,81,0,0,,.290,.638,.418,.416,.378,.348,93.7,13.1,38.3,19.9,40.5,24.8,27,7.7,25.3,
Longoria, Evan,446334,2019,34,453,508,115,74,19,2,20,112,43,22.0,8.5,.254,.437,.325,.762,69,3,129,7,59,2,1,,.269,.491,.322,.351,.340,.222,89.7,14,35.8,7.5,41,26.6,27.2,5.2,26.4,
Fowler, Dexter,451594,2019,33,487,574,116,72,24,1,19,142,74,24.7,12.9,.238,.409,.345,.754,67,8,150,8,69,8,0,,.247,.417,.326,.336,.354,.170,85.5,13.1,40.6,7.4,39.4,26,28.6,6,27.7,
Cabrera, Asdrubal,452678,2019,34,447,514,116,72,25,1,18,103,57,20.0,11.1,.260,.441,.342,.783,91,4,131,3,69,4,0,,.237,.407,.331,.317,.326,.170,89.1,14.4,37.3,5.7,38.7,27.1,27.9,6.3,25.4,
Blackmon, Charlie,453568,2019,33,580,634,182,101,42,7,32,104,40,16.4,6.3,.314,.576,.364,.940,86,2,140,9,112,2,0,,.297,.531,.387,.370,.350,.234,88.7,14.6,36.8,8.3,40.3,26.8,26.6,6.2,26.7,
Cain, Lorenzo,456715,2019,33,562,623,146,105,30,0,11,106,50,17.0,8.0,.260,.372,.324,.696,48,18,148,6,75,15,3,,.283,.409,.302,.331,.347,.126,89.5,6.9,31.1,4.1,51.1,16.7,27.2,5.2,27.9,
Turner, Justin,457759,2019,35,479,549,139,88,24,0,27,88,51,16.0,9.3,.290,.509,.372,.881,67,2,135,14,80,2,0,,.283,.510,.370,.374,.368,.227,90.3,17.8,38.6,7.8,34.8,29.8,28.8,6.6,26.1,
Votto, Joey,458015,2019,36,525,608,137,89,32,1,15,123,76,20.2,12.5,.261,.411,.357,.768,47,5,142,4,79,5,0,,.254,.437,.332,.342,.353,.183,88.9,15.2,40.7,6.9,37.8,30.1,28.9,3.2,25.0,
Gardner, Brett,458731,2019,36,491,550,123,62,26,7,28,108,52,19.6,9.5,.251,.503,.325,.829,74,10,141,4,86,10,0,,.229,.360,.344,.293,.307,.131,87.7,13.9,28.8,3.9,45.1,20.7,23.1,11.1,28.9,
Braun, Ryan,460075,2019,36,459,508,131,76,31,2,22,105,34,20.7,6.7,.285,.505,.341,.846,75,11,144,8,70,8,3,,.263,.465,.354,.336,.324,.201,91.5,7.3,33.3,9.5,49.6,19.3,25.5,5.6,26.6,
Gordon, Alex,460086,2019,35,556,633,148,103,31,1,13,100,51,15.8,8.1,.266,.396,.344,.740,76,5,150,19,77,4,1,,.252,.415,.319,.326,.335,.163,88.7,9.3,33.5,5.4,46.9,24,27,2.2,25.3,
Andrus, Elvis,462101,2019,31,600,648,165,122,27,4,12,96,34,14.8,5.2,.275,.393,.313,.707,72,31,147,4,81,24,4,,.269,.397,.300,.309,.313,.128,88.4,7.2,32.5,3.5,52.3,18.7,24.3,4.7,26.6,
Ramos, Wilson,467092,2019,32,473,524,136,103,19,0,14,69,44,13.2,8.4,.288,.416,.351,.768,73,1,141,4,52,1,0,,.262,.398,.327,.314,.328,.136,90,-0.2,25.8,4.7,63.4,13.8,19.9,2.9,22.8,
Santana, Carlos,467793,2019,33,573,686,161,96,30,1,34,108,108,15.7,15.7,.281,.515,.397,.911,93,4,158,3,110,4,0,,.265,.478,.380,.365,.383,.213,91.8,11.7,29.1,9.6,46.3,26.3,20.8,6.6,25.7,
Belt, Brandon,474832,2019,31,526,616,123,71,32,3,17,127,83,20.6,13.5,.234,.403,.339,.742,57,4,156,3,76,4,0,,.241,.455,.319,.345,.348,.214,87.3,22.4,41.4,8.7,30,33.5,27,9.4,24.7,
Brantley Jr., Michael,488726,2019,32,575,637,179,115,40,2,22,66,51,10.4,8.0,.311,.503,.372,.875,90,3,148,7,88,2,1,,.286,.462,.367,.350,.352,.176,88.8,10.6,36.3,5.5,46,20.9,28.1,5.1,26.4,
Gurriel, Yuli,493329,2019,35,564,612,168,95,40,2,31,65,37,10.6,6.0,.298,.541,.343,.884,104,5,144,5,85,5,0,,.275,.407,.364,.315,.323,.132,89.3,14.3,33.5,3.6,38.6,21.4,27.3,12.7,27.6,
Rojas, Miguel,500743,2019,30,483,526,137,102,29,1,5,62,32,11.8,6.1,.284,.379,.331,.710,46,9,132,5,52,8,1,,.271,.370,.305,.303,.322,.099,87.4,9.1,31.9,2.6,47.8,21.3,27.2,3.7,26.3,
Escobar, Eduardo,500871,2019,30,636,699,171,97,29,10,35,130,50,18.6,7.2,.269,.511,.320,.831,118,5,158,3,94,4,0,,.255,.464,.341,.326,.311,.210,87.8,18.4,38.6,7,32.9,33.5,27.1,6.4,27.6,
Davis, Khris,501981,2019,32,481,533,106,72,11,0,23,146,47,27.4,8.8,.220,.387,.293,.679,73,0,133,3,61,0,0,,.225,.426,.289,.311,.299,.201,90.2,13.2,31.2,9.8,42.4,28.5,23.7,5.3,25.7,
Pham, Tommy,502054,2019,31,567,654,155,99,33,2,21,123,81,18.8,12.4,.273,.450,.369,.818,68,25,145,5,77,18,7,,.274,.460,.349,.357,.370,.186,90.9,5.2,29.7,7.9,53.5,18.9,23.8,3.8,28.7,
Martinez, J.D.,502110,2019,32,575,657,175,104,33,2,36,138,72,21.0,11.0,.304,.557,.382,.939,105,2,146,4,98,2,0,,.295,.554,.386,.388,.377,.259,91.3,12.5,40.5,11.5,43,25.6,28.5,2.9,26.7,
Reddick, Josh,502210,2019,32,501,550,138,102,19,3,14,66,36,12.0,6.5,.275,.409,.316,.726,56,5,141,0,57,3,2,,.268,.388,.308,.308,.316,.120,86.1,15.8,36,3.4,40.4,23.1,27,9.4,26.7,
Goldschmidt, Paul,502671,2019,32,597,682,155,95,25,1,34,166,78,24.3,11.4,.260,.476,.345,.820,97,3,161,2,97,2,1,,.253,.503,.346,.355,.341,.249,90.2,15.5,36.2,11.3,38.5,29.7,24.4,7.4,26.6,
Altuve, Jose,514888,2019,29,500,548,149,88,27,3,31,82,41,15.0,7.5,.298,.550,.352,.902,74,6,124,3,89,4,2,,.260,.469,.374,.335,.319,.210,87.4,9.7,28.2,8.1,50.7,21.8,19.7,7.8,28.6,
Hernandez, Cesar,514917,2019,29,612,667,171,123,31,3,14,100,45,15.0,6.7,.279,.408,.333,.741,71,9,161,6,77,8,1,,.261,.370,.315,.299,.316,.110,86.1,9.5,31.8,2.7,49.8,17.6,24.4,8.1,28.7,
Segura, Jean,516416,2019,29,576,618,161,108,37,4,12,73,30,11.8,4.9,.280,.420,.322,.742,60,10,144,8,79,9,1,,.269,.400,.315,.309,.313,.131,88.2,7.2,31,3.2,52.9,16.4,23.9,6.9,27.6,
Castro, Starlin,516770,2019,29,636,676,172,115,31,4,22,111,28,16.4,4.1,.270,.436,.300,.736,86,2,162,3,68,2,0,,.265,.432,.307,.311,.299,.166,88.5,11,29.2,6.2,48.1,24.2,21.7,6,26.9,
Marte, Starling,516782,2019,31,539,586,159,99,31,6,23,94,25,16.0,4.3,.295,.503,.341,.844,82,25,132,16,97,22,3,,.289,.494,.353,.353,.338,.205,88.6,8.2,31.3,8,52.5,19.7,23.5,4.2,29.0,
Donaldson, Josh,518626,2019,34,549,659,142,72,33,0,37,155,100,23.5,15.2,.259,.521,.379,.900,94,4,155,8,96,3,1,,.262,.530,.377,.385,.383,.268,92.9,13.3,33.3,15.7,41.9,23.5,26.3,8.3,25.7,
Freeman, Freddie,518692,2019,30,597,692,176,102,34,2,38,127,87,18.4,12.6,.295,.549,.389,.938,121,6,158,6,113,6,0,,.293,.567,.387,.395,.388,.274,89.7,14.4,40,12.3,38.1,27.1,30.9,3.8,26.5,
Grandal, Yasmani,518735,2019,31,513,632,126,70,26,2,28,139,109,22.0,17.2,.246,.468,.380,.848,77,5,153,5,79,5,0,,.238,.470,.361,.363,.375,.232,90.7,14.2,37.5,11.3,40.9,27.2,24.8,7.1,24.2,
Heyward, Jason,518792,2019,30,513,589,129,84,20,4,21,110,68,18.7,11.5,.251,.429,.343,.772,62,8,147,5,78,6,2,,.253,.392,.328,.320,.345,.139,88.8,11.3,31.8,5.7,47.3,20.4,25.1,7.1,27.4,
LeMahieu, DJ,518934,2019,31,602,655,197,136,33,2,26,90,46,13.7,7.0,.327,.518,.374,.892,102,5,145,2,109,4,1,,.309,.514,.375,.370,.359,.205,91.9,6.5,35.2,7.5,49.7,17.2,29.8,3.3,26.7,
Moustakas, Mike,519058,2019,31,523,584,133,67,30,1,35,98,53,16.8,9.1,.254,.516,.329,.845,87,3,143,6,80,3,0,,.258,.500,.348,.349,.333,.242,89.5,17.4,32.3,10.3,37,28.3,23,11.7,25.6,
Rizzo, Anthony,519203,2019,30,512,613,150,91,29,3,27,86,71,14.0,11.6,.293,.520,.405,.924,94,5,146,27,89,5,0,,.295,.485,.390,.386,.409,.190,89,12.6,36.8,6.8,43.1,21.2,29.1,6.5,25.2,
Galvis, Freddy,520471,2019,30,557,589,145,93,28,1,23,145,28,24.6,4.8,.260,.438,.295,.733,70,4,147,1,67,3,1,,.235,.385,.308,.281,.272,.151,88.8,14.8,31.8,5.8,41,26.5,25.3,7.2,25.8,
Garcia, Avisail,541645,2019,28,489,530,138,91,25,2,20,125,31,23.6,5.8,.282,.464,.332,.796,72,10,125,7,61,10,0,,.271,.492,.334,.343,.323,.221,89.5,9.8,34.1,11.7,45.8,21,26.7,6.5,28.9,
Ozuna, Marcell,542303,2019,29,485,549,117,64,23,1,29,114,62,20.8,11.3,.241,.472,.328,.800,89,12,130,1,80,8,4,,.280,.528,.336,.374,.362,.248,91.8,13.4,33.3,12.1,41.9,24.5,26.3,7.3,27.5,
Villar, Jonathan,542340,2019,28,642,714,176,114,33,5,24,176,61,24.6,8.5,.274,.453,.338,.791,73,40,162,4,111,33,6,,.244,.408,.335,.313,.313,.164,88.9,8.2,30.3,6.8,50.8,19.5,22.9,6.8,28.0,
Santana, Danny,542454,2019,29,474,511,134,77,23,6,28,151,25,29.5,4.9,.283,.534,.323,.857,81,21,130,6,81,19,2,,.277,.504,.352,.345,.320,.226,91.4,13.5,37.8,9.5,40.9,23.8,29.3,6.1,27.8,
Crawford, Brandon,543063,2019,32,500,560,114,77,24,2,11,117,53,20.9,9.5,.228,.350,.304,.654,59,3,147,3,58,3,0,,.236,.393,.281,.304,.312,.156,87.8,8.2,36.7,5.4,49.1,18.9,26.9,5.2,25.7,
Hosmer, Eric,543333,2019,30,619,667,164,111,29,2,22,163,40,24.4,6.0,.265,.425,.310,.735,99,0,160,3,72,0,0,,.249,.411,.309,.304,.297,.162,90.8,2.1,29.1,7.2,56.8,17.6,23.2,2.4,25.7,
Kipnis, Jason,543401,2019,32,458,511,112,71,23,1,17,88,40,17.2,7.8,.245,.410,.301,.712,65,7,121,2,52,7,0,,.253,.414,.301,.313,.315,.161,88.1,14.1,33.1,5.5,41.2,26.8,26,6,26.8,
Rendon, Anthony,543685,2019,29,545,646,174,93,44,3,34,86,80,13.3,12.4,.319,.598,.412,1.010,126,5,146,12,117,4,0,,.310,.590,.413,.414,.407,.280,90.4,19.5,38.7,12,33.3,30.1,27.1,9.4,26.7,
Semien, Marcus,543760,2019,29,657,747,187,104,43,7,33,102,87,13.7,11.6,.285,.522,.369,.892,92,10,162,2,123,8,2,,.261,.479,.373,.352,.349,.218,88.9,15.1,33.6,8.5,41,25.5,25.2,8.3,28.1,
Springer III, George,543807,2019,30,479,556,140,78,20,3,39,113,67,20.3,12.1,.292,.591,.383,.974,96,6,122,6,96,5,1,,.276,.564,.400,.391,.371,.288,89.8,10.5,31.6,14.1,44.6,24.3,25.1,5.9,28.5,
Vazquez, Christian,543877,2019,29,482,521,133,83,26,1,23,101,33,19.4,6.3,.276,.477,.319,.796,72,4,138,0,66,2,2,,.244,.430,.331,.305,.292,.186,89.4,13.3,37.2,5.9,39.5,25.1,29.7,5.7,25.7,
Wong, Kolten,543939,2019,29,478,549,136,96,25,4,11,83,47,15.1,8.6,.285,.423,.357,.780,59,24,148,13,61,23,1,,.233,.339,.334,.288,.316,.106,86.2,12.8,28.1,2.2,47,21.2,22.4,9.4,27.6,
Garcia, Leury,544725,2019,28,577,618,161,123,27,3,8,139,21,22.5,3.4,.279,.378,.304,.682,40,15,140,6,93,13,2,,.242,.351,.294,.272,.275,.109,88.2,6.2,30.3,3.8,54.9,15.9,26.8,2.4,28.5,
Grichuk, Randal,545341,2019,28,586,628,136,71,29,5,31,163,35,26.0,5.6,.232,.457,.280,.738,80,2,151,5,75,2,0,,.236,.429,.307,.304,.286,.193,89.3,16,31.5,8.5,39.8,26.4,21.4,12.5,28.1,
Trout, Mike,545361,2019,28,470,600,137,63,27,2,45,120,110,20.0,18.3,.291,.645,.438,1.083,104,11,134,16,110,9,2,,.307,.672,.436,.456,.452,.365,90.9,22.2,44.1,18.9,25.4,36.2,29.4,9,29.3,
Harper, Bryce,547180,2019,27,573,682,149,77,36,1,35,178,99,26.1,14.5,.260,.510,.372,.882,114,15,157,6,98,14,1,,.271,.543,.365,.384,.382,.272,91.9,13.7,37.6,14.8,39.6,28.6,27.6,4.3,28.3,
Abreu, Jose,547989,2019,32,634,693,180,108,38,1,33,152,36,21.9,5.2,.284,.503,.330,.834,123,2,159,13,85,1,1,,.277,.514,.344,.357,.331,.236,92.1,11,35.2,12.6,46.1,21.1,26.8,5.9,26.6,
Suarez, Eugenio,553993,2019,28,575,662,156,83,22,2,49,189,70,28.5,10.6,.271,.572,.358,.930,103,3,159,11,87,3,0,,.243,.493,.381,.351,.337,.250,89.3,17.7,38,13.8,36,31.6,24,8.4,25.9,
Santana, Domingo,570267,2019,27,451,507,114,72,20,1,21,164,50,32.3,9.9,.253,.441,.327,.769,69,8,121,2,63,8,0,,.245,.468,.326,.336,.323,.223,89,11.3,40.1,12.1,43.3,24.2,30.4,2.1,26.8,
Sanchez, Yolmer,570560,2019,27,496,555,125,99,20,4,2,117,44,21.1,7.9,.252,.321,.314,.634,43,5,149,5,59,3,2,,.225,.308,.281,.269,.294,.083,87.1,14.3,31.6,1,45,21.1,25.7,8.2,27.7,
Arenado, Nolan,571448,2019,28,588,662,185,111,31,2,41,93,62,14.0,9.4,.315,.583,.379,.962,118,3,155,4,102,3,0,,.270,.481,.392,.343,.341,.210,89.4,17.7,34.6,8,36.8,26.2,25.2,11.7,25.9,
Muncy, Max,571970,2019,29,487,589,122,64,22,1,35,149,90,25.3,15.3,.251,.515,.374,.889,98,4,141,8,101,4,0,,.259,.506,.372,.377,.382,.247,89.8,14.5,38.9,12,38.6,29.8,27.2,4.4,27.7,
Voit III, Luke,572228,2019,28,429,510,113,70,21,1,21,142,71,27.8,13.9,.263,.464,.378,.842,62,0,118,9,72,0,0,,.247,.496,.360,.365,.364,.249,89.7,12.7,38.9,13.2,40.6,27.1,29.2,3.1,25.7,
Walker, Christian,572233,2019,28,529,603,137,81,26,1,29,155,67,25.7,11.1,.259,.476,.348,.825,73,8,152,6,86,8,0,,.262,.516,.346,.364,.351,.254,91.1,14.8,34.1,13.1,42.4,27.5,22.9,7.2,27.2,
Iglesias, Jose,578428,2019,29,504,530,145,110,21,3,11,70,20,13.2,3.8,.288,.407,.317,.724,59,6,146,3,62,6,0,,.256,.348,.306,.276,.289,.092,84.1,7.1,29.7,2.3,53.3,16.9,24,5.7,27.1,
